0.383333333333, 1 
0.65, 0 
0.65, -1 
0.933333333333, -4 
1.18333333333, -2 
1.53333333333, -4 
1.96666666667, -2 
2.6, 0 
3.26666666667, -1 
3.26666666667, -2 
3.46666666667, 0 
3.88333333333, 2 
3.88333333333, 3 
4.23333333333, 1 
4.58333333333, 4 
5.11666666667, 6 
5.43333333333, 4 
5.73333333333, 6 
6.43333333333, 4 
7.01666666667, 2 
7.45, 0 
7.8, 2 
8.85, 0 
8.85, 1 
9.13333333333, -2 
9.13333333333, -1 
9.75, -4 
10.4166666667, -2 
10.9, 0 
11.25, -2 
11.85, -5 
11.9833333333, -4 
12.2333333333, -6 
12.6166666667, -8 
13.9666666667, -10 
14.5, -12 
15.1833333333, -10 
16.0166666667, -8 
16.0166666667, -7 
16.3166666667, -5 
16.8, -2 
17.1166666667, -4 
17.45, -6 
18.4, -4 
18.75, -7 
19.2333333333, -5 
19.6, -7 
20.0, -5 
20.0, -6 
20.6833333333, -3 
21.0666666667, -6 
21.7666666667, -8 
23.2333333333, -10 
23.4166666667, -9 
23.4166666667, -8 
23.6166666667, -10 
24.9, -12 
25.1833333333, -10 
25.5166666667, -8 
25.5166666667, -9 
26.2333333333, -6 
26.55, -8 
26.9666666667, -10 
27.3666666667, -8 
28.0166666667, -10 
28.9666666667, -8 
29.6333333333, -10 
29.6333333333, -11 
29.8, -9 
29.8, -10 
30.7666666667, -11 
31.5, -13 
32.2166666667, -12 
32.2166666667, -11 
32.55, -14 
33.1, -16 
33.9666666667, -18 
34.1833333333, -16 
34.1833333333, -17 
34.7, -15 
35.0, -17 
35.0666666667, -15 
35.0666666667, -16 
35.9333333333, -14 
35.9333333333, -13 
36.15, -11 
36.15, -10 
36.5, -12 
36.8166666667, -10 
37.2, -13 
37.3833333333, -11 
38.1833333333, -9 
38.65, -7 
38.65, -8 
41.0666666667, -5 
41.4, -7 
41.6166666667, -4 
41.9833333333, -5 
42.3, -7 
42.9, -10 
42.9, -9 
44.5166666667, -8 
44.8666666667, -10 
45.0833333333, -8 
45.9, -9 
46.0, -8 
46.8333333333, -10 
46.95, -7 
47.0666666667, -9 
47.0666666667, -8 
47.2833333333, -10 
47.4333333333, -12 
47.4333333333, -11 
