0.333333333333, 2 
0.9, 0 
1.23333333333, 2 
1.81666666667, 5 
2.15, 7 
2.35, 5 
2.78333333333, 8 
2.98333333333, 6 
3.33333333333, 8 
4.25, 6 
4.86666666667, 4 
5.05, 6 
5.2, 5 
5.48333333333, 8 
6.11666666667, 6 
6.93333333333, 8 
7.88333333333, 9 
8.3, 11 
8.55, 9 
8.81666666667, 10 
8.96666666667, 8 
9.13333333333, 10 
9.81666666667, 8 
10.1833333333, 11 
10.3833333333, 9 
10.3833333333, 8 
10.8833333333, 7 
10.8833333333, 6 
11.1, 8 
11.7666666667, 5 
12.3166666667, 4 
12.5166666667, 6 
12.5166666667, 7 
13.05, 5 
13.5333333333, 8 
14.0833333333, 10 
14.55, 13 
14.7833333333, 11 
15.45, 9 
15.6333333333, 11 
16.4, 9 
16.7833333333, 12 
17.1, 10 
17.5666666667, 8 
18.0666666667, 6 
18.5666666667, 8 
19.0166666667, 6 
19.5333333333, 5 
19.7333333333, 6 
19.9166666667, 7 
19.9166666667, 8 
21.4166666667, 11 
21.6833333333, 9 
22.1666666667, 7 
22.6333333333, 9 
24.8, 7 
24.8, 6 
25.0333333333, 8 
26.1833333333, 10 
29.6, 8 
30.7, 10 
31.0166666667, 7 
31.4666666667, 9 
31.9333333333, 8 
31.9333333333, 7 
32.3166666667, 9 
32.6666666667, 7 
33.25, 9 
34.1333333333, 11 
35.3666666667, 14 
35.7333333333, 12 
36.4666666667, 10 
37.6666666667, 8 
39.6166666667, 6 
40.9666666667, 9 
40.9666666667, 8 
41.2833333333, 8 
42.3166666667, 10 
42.8666666667, 8 
44.0833333333, 5 
44.85, 3 
45.5333333333, 1 
45.8666666667, 3 
47.05, 1 
47.7, 0 
47.6666666667, 1 
46.7833333333, -1 
45.9666666667, -3 
45.2833333333, -5 
44.7166666667, -2 
44.7166666667, -3 
44.1666666667, 0 
44.1666666667, -1 
43.1833333333, 2 
