0.5, 2 
0.5, 1 
1.06666666667, 4 
1.63333333333, 6 
1.93333333333, 4 
2.03333333333, 6 
2.41666666667, 4 
3.06666666667, 2 
3.38333333333, 3 
3.6, 1 
4.06666666667, -1 
4.4, 0 
4.81666666667, 1 
4.81666666667, 2 
5.1, -1 
5.7, -4 
6.41666666667, -2 
7.1, 0 
7.55, -2 
8.6, -3 
9.21666666667, -1 
9.5, -3 
10.7333333333, -6 
10.9, -4 
11.2, -7 
11.4833333333, -5 
12.4166666667, -4 
12.8333333333, -6 
13.3833333333, -4 
13.85, -3 
14.2, -5 
14.4, -3 
14.7166666667, -4 
15.25, -2 
15.25, -3 
15.6833333333, 0 
16.0, -2 
16.2, 0 
16.5166666667, -1 
16.6333333333, -3 
17.0166666667, -1 
17.0166666667, -2 
17.3, -3 
17.3, -2 
17.4666666667, -1 
17.8, -3 
18.0, -1 
18.4, -3 
18.6666666667, -1 
19.4333333333, 1 
19.7333333333, -1 
20.0166666667, 1 
20.5166666667, -1 
21.1166666667, 1 
21.1166666667, 0 
21.5833333333, 2 
22.3, 4 
22.6166666667, 6 
23.25, 4 
23.3666666667, 6 
23.5166666667, 4 
23.8333333333, 6 
23.9833333333, 4 
24.65, 6 
25.7666666667, 5 
25.7666666667, 4 
25.9666666667, 6 
26.2333333333, 8 
26.6666666667, 10 
27.3166666667, 12 
29.1333333333, 11 
29.1333333333, 10 
29.4, 8 
29.4, 9 
30.2333333333, 10 
30.65, 11 
31.25, 14 
31.8, 16 
32.1666666667, 14 
32.1666666667, 15 
32.4333333333, 17 
33.2, 16 
33.2, 15 
33.5, 17 
33.5, 16 
33.7666666667, 15 
34.1833333333, 17 
34.3666666667, 16 
34.3666666667, 15 
34.75, 17 
35.05, 15 
35.05, 14 
35.5333333333, 12 
36.3833333333, 11 
36.3833333333, 10 
36.95, 11 
37.5166666667, 9 
37.5166666667, 10 
38.1333333333, 10 
38.5, 7 
39.8, 9 
40.65, 10 
41.1833333333, 8 
41.8, 9 
42.0666666667, 7 
42.5833333333, 5 
43.25, 6 
44.1166666667, 8 
44.55, 6 
45.85, 3 
46.2666666667, 1 
46.2666666667, 0 
46.9166666667, 1 
47.1833333333, 2 
47.1833333333, 3 
47.4833333333, 0 
47.7333333333, 2 
47.45, -1 
47.0333333333, 1 
46.7833333333, 0 
45.9166666667, 2 
45.5333333333, 0 
44.7833333333, 2 
44.4333333333, -1 
44.1, -3 
43.9333333333, -1 
43.5666666667, -3 
43.1, -5 
43.1, -4 
