0.316666666667, 2 
1.83333333333, 5 
3.13333333333, 3 
3.5, 1 
3.83333333333, 3 
4.1, 0 
4.56666666667, -1 
6.03333333333, -3 
7.95, -6 
8.76666666667, -4 
9.23333333333, -2 
9.56666666667, -4 
9.8, -2 
11.5333333333, -4 
11.5333333333, -3 
11.9, -2 
12.3, -4 
13.1666666667, -2 
13.7666666667, -4 
14.1833333333, -2 
14.8666666667, -4 
15.05, -1 
15.05, -2 
15.4333333333, -3 
16.5666666667, -5 
16.9166666667, -3 
17.2, -5 
17.55, -3 
17.55, -4 
18.0833333333, 0 
18.5166666667, -2 
19.1166666667, -4 
19.1166666667, -3 
19.4333333333, -2 
20.6833333333, -4 
21.5166666667, -3 
21.5166666667, -2 
21.7833333333, -4 
22.55, -6 
22.9833333333, -8 
22.9833333333, -7 
23.3166666667, -10 
23.7333333333, -8 
24.0, -11 
24.0, -10 
25.3, -9 
25.7833333333, -8 
25.9166666667, -9 
25.9166666667, -10 
26.3, -12 
26.5666666667, -10 
27.35, -11 
27.35, -12 
27.6333333333, -10 
28.0833333333, -8 
28.5166666667, -5 
30.0666666667, -7 
30.45, -4 
30.7166666667, -6 
31.0833333333, -3 
32.0, -1 
32.1666666667, -3 
32.6, -5 
33.6, -4 
33.95, -6 
34.3333333333, -4 
34.65, -6 
34.95, -4 
34.95, -3 
35.2166666667, -5 
35.4833333333, -3 
35.8, -5 
37.5166666667, -3 
37.8333333333, -5 
38.1333333333, -4 
38.2833333333, -2 
38.75, 0 
38.75, -1 
39.0666666667, -3 
39.0666666667, -2 
39.65, -5 
39.65, -4 
40.2833333333, -8 
40.5, -6 
42.7666666667, -4 
43.0666666667, -6 
43.3833333333, -4 
44.7, -6 
45.1166666667, -3 
45.6333333333, -4 
46.2166666667, -6 
46.2166666667, -5 
47.1, -4 
47.35, -6 
47.45, -3 
47.9833333333, 0 
47.5833333333, 2 
46.9166666667, 4 
46.5833333333, 2 
46.1166666667, 4 
45.4, 7 
44.5, 10 
44.4, 7 
44.2333333333, 8 
43.9666666667, 9 
43.9666666667, 10 
43.9333333333, 7 
43.9, 8 
43.8833333333, 10 
43.7, 11 
43.5666666667, 8 
43.5333333333, 9 
43.3833333333, 6 
